participant_id,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,IC24,IC25,IC26,IC27,IC28,IC29,IC30,IC31,IC32,IC33,IC34,IC35,IC36,IC37,IC38,IC39,IC40,IC41,IC42,IC43,IC44,IC45,IC46,IC47,IC48,IC49,IC50,IC51,IC52,IC53,IC54,IC55,IC56,IC57,IC58,IC59,IC60,IC61,IC62,IC63,IC64,IC65,IC66,IC67,IC68,IC69,IC70,IC71,IC72,IC73,IC74,IC75,IC76,IC77,IC78,IC79,IC80,IC81,IC82,IC83,IC84,IC85,IC86,IC87,IC88,IC89,IC90
70z8Q2xdTXM3,0.08114138862521282,0.37275743598320293,0.11187907099407272,1.7173134627997917,0.8169022261342739,0.5837053861199071,0.6427958677783394,1.415878129853027,-2.068368915015786,0.9858021714261235,0.5336982510623365,-0.47099051969861083,0.03282005674336416,-0.38890128072617247,0.26631054771485063,0.2870826301181646,-1.3600129453924363,-0.15434189277908325,1.074773414570779,-0.0028671029033182664,0.7050137136593482,0.26408282677100053,0.7526185761004864,-0.6131580098698034,-0.48087462062276526,0.715731729609759,1.2338634019506558,0.87059901576372,0.9046763975858325,-0.02252397945272817,-0.9533151775950387,-0.2781677763651581,0.29371629936706123,0.24537923250954308,0.4422652744086641,1.0758476591623187,-3.670644950555919,-0.16783565307222295,0.8282862747789044,0.9452441300840839,-1.1935874665964796,1.7105089255834967,-0.3442612631935524,0.8483346803897495,-1.3363222174129818,-0.5395943407083135,1.4338120772462444,0.012958899309600773,2.954317195371521,0.8706993412764613,0.07230590421591537,0.5855678211093068,0.24203576562485676,-2.3702426442526088,0.31369911606926754,-0.37248206325223776,0.28882082052098196,-0.20028870810269106,0.01815411522631639,-1.3473711175756313,1.7929502367784065,0.7978937808531094,-0.8014192445320472,0.29630125467494883,0.9288803651117205,-1.231585061942005,-0.791997390294211,-1.456121305967616,-0.5881389612019263,0.40461166748904914,0.96395223223795,0.06723974818559043,1.0638290389619152,0.43474070232517165,1.424541747263475,-0.5114357687330563,-0.21711414266688955,-0.5059403097204562,-1.3998148325452646,1.4059355311427955,-0.9063438422943914,0.2960540409037044,-0.8049620615624765,-0.08534239264638402,0.7770551987087787,0.25949609049204264,1.4949045703975448,0.14694508809067194,0.8421471320107524,-0.6294801297950504
WHWymJu6zNZi,-0.7872499265623892,1.273559800244156,0.5920887905306852,-0.3484378385481634,-0.21504251604970293,-0.12236438865565581,0.3643288305641209,-1.484995373175876,-0.739231877982462,-0.09182673579588793,0.22299837335069797,-1.6396794617745534,0.6098622246777181,0.27957669636671467,-0.5520454469377356,-0.8755133316542136,0.04284473690654566,0.3291618035363869,-0.3369770653200859,1.193725899775851,0.7026729539224089,0.47026774429265883,-0.09245606044808934,0.28769121677359,-0.33646158924854636,-0.7028818262142669,0.3187823329434187,0.7450629406496818,0.9042648109867846,-0.3087560013817937,-0.2773830595121748,-0.5444092260179423,-0.273954789759867,0.184570287385119,1.2075784370402982,0.5649562489517282,0.917162605054657,-0.08702594342831557,-0.7739660484279803,1.4795505860910043,-0.3741282167597578,-0.2052977220194854,-0.7606716263480094,0.5556593396861662,-1.09045481481046,0.25920610396561783,0.06693018045894966,0.25022992584354986,-0.3786795695175177,1.6446285868120842,0.7733268218705225,-0.11779551670371875,-0.32099973823025163,-0.29175885895843534,1.9966029272854549,-1.444336557589382,-0.2946838052082444,-0.22191134140461652,0.1719436114722123,0.2936915105117246,1.4518140303678282,0.859593899262545,-0.16490049717511465,0.08764171111041963,-1.2861132006931137,-0.5878625842486396,0.8455260148141536,-0.06569397637642872,0.6482295318831914,-0.11338882881842784,-0.2749046947110921,-0.10864042882632616,0.05406115845156133,-0.17421957910924635,-1.6668627186407787,-0.20079559313202966,0.955017828904399,-0.09929340727735957,-0.023450192860333566,-1.1791658375581506,0.7330212700062279,0.7388391371528229,-0.06864892849452264,-0.5451236742699479,-0.6571894240636303,0.7027896673464766,-0.2425161609169449,-0.3914508213598389,1.0737498575296638,1.8117615704342676
4PAQp1M6EyAo,-0.04270934084296154,-0.2657173389496524,0.7656577438254505,0.08028366204645991,0.2616180197360474,0.5852944770042767,0.4530643302215935,2.5567802326719273,0.2779123439927739,0.6576671374393591,-0.6723434225498003,-0.45480891731329487,-1.1723777634435677,-0.45736093952771756,-0.14759885135430986,0.10842223178302522,0.9055724407174551,0.2620154423107745,-0.6588925996156622,0.5399349042246936,-0.8003906221979797,0.421574473522758,-0.22416367601848705,1.6824025267100324,0.5215850913050201,-0.24036646713248902,0.9383205682504855,-0.05236369252763058,-1.2220908347110633,0.31946421339499714,-1.3951931297967788,-2.0871498226664196,-0.6809842892195448,-0.7521646397276683,0.25774516279537935,0.3270589136939819,-1.161841226423542,0.7739751412946919,1.1223910081418127,0.21459624142661607,0.9918784650063562,-0.510756643211449,-1.087186217357417,0.7602810069524735,-0.778278863607088,-0.5570233549968726,-1.4316999314089605,1.0388430557714192,0.7366107172679345,0.6891438041503106,0.38489081877885717,-1.2071508011301184,2.9343421690933127,-0.06702452262804968,0.3662162365202207,0.2511318630840674,0.3188035129253287,-0.1046830037810115,0.35591983813283556,-0.32326682969162357,0.6546803631066088,-0.38076403888042193,-1.5129145617814783,2.150010801601532,-0.15690065426619432,0.27297513405472246,1.3995847704737452,0.8427449281774195,-1.244152372782916,-0.9050279142997522,-0.8423842268186813,0.3201681744190932,0.21975401210224663,0.6000084531285845,-0.44435593725137795,0.33782109143190053,-0.8598649276891333,1.1306317951188303,0.1671645655954642,-0.08429654246996648,0.44391481534110594,-0.057683192666026006,0.6103328887883013,-2.174270282810509,0.06492483946867954,0.22891933295127923,-0.7526991947078003,-0.011616092101658804,-0.366175984775428,1.1584369262900536
obEacy4Of68I,-0.7528778542707535,-0.11834233269259505,-0.5545457330632425,-0.22850233134403392,0.15705666004936086,0.28962520009192205,0.26626276958057965,-0.08544053399770069,0.3750932396514929,0.24051132066394382,-1.3707343997747863,0.6694479796859308,-1.0645096564282994,-0.11682037911146996,-0.4282304330687833,0.553638862220669,0.48998766907295727,-0.777387125006904,0.032819809267406165,-0.09574656032565289,-1.8523770666588093,-2.3279857097942327,0.32339997192850845,0.0986851932935617,-0.9245006035470303,-0.2120259613329394,-0.8300832495867689,0.10575194329317958,-0.19670970399666016,0.11929832118445237,-0.1830274003041546,0.13472847859842452,-0.3136063329637005,-0.036062464817064474,0.9146332975390151,0.38122515089387177,0.46638349675766005,-1.8754699274105406,0.1446752997391891,-1.0852274663614547,-0.6021437607632796,1.5832218740383914,-1.4897324256117281,-0.4673672779901915,-0.0395076420083601,-0.8573131744296876,-0.6579906232367103,0.08392334696920456,0.3223419983534591,-0.58707874938452,-0.5759381248673405,-1.0357529799029255,-1.142969798442086,0.6342922203843533,-0.35453659373128243,0.07342631159372806,0.03851439980357889,-1.9013366251153516,0.2678525352984586,0.1832888298285198,-1.1688862397463873,0.5703619584698288,0.33516186674975496,1.0483551384640781,1.0350156584595998,-2.1137985555444487,0.22418378668589894,3.857561770662258,-0.1292307052154993,0.5313279694409054,0.18425442142476975,0.5774131001805263,-0.582925201247383,-1.3318739948341218,-0.7541603247142263,-1.3672898172180228,-0.30474504521684137,-0.11082032465405524,-1.405060473367751,0.7726169575107018,-0.14500204837744002,-0.11558098546090073,0.954276254957135,0.6235289649101521,-0.09541804140166796,1.9659665245909435,0.2672024747683284,-0.9083769861429906,0.6847828574246101,-1.753375349751297
s7WzzDcmDOhF,3.9934438226055904,0.8645083104027881,-0.23502111500996317,-0.8284751003556675,-0.15289961267376906,-0.4716706140856915,0.7168174019333972,-0.28543901450315035,-0.7862055410181619,-0.38409252345319966,-0.40046368205081534,-0.3096631962925552,-0.732503328467795,-0.10577598098916281,-0.6984170349521905,0.6151932083000372,2.8580932892143327,-1.0247274815821241,-0.8649936198565374,1.4662816523131548,0.6190180942230644,0.09254289998519113,-0.6376297587250386,-1.928286001190798,-0.15939484062681655,0.16497947698209742,-0.6065450117782069,0.045286043362722864,0.12994464221739446,-0.6001234245636731,1.9869202986020578,0.1292340557875999,-0.3204283398456323,0.3047142732193298,-0.104108652118487,0.7753853055038341,-0.15125211192864196,0.3604288562342958,0.2864540311528436,0.28215951610893936,0.6774644005148142,-0.22828069130676662,-1.3900843081546839,-0.537477205857465,0.2136064429985398,-0.3669124934024595,-0.2119517109509424,1.3461513785886705,-0.8093595349969742,-1.3683225090169286,-1.237163306110919,0.39790788878907773,0.9185575330752751,0.36918984399408855,0.8275991585872424,0.1121057475549869,0.8634714904373898,-0.9799643049621359,-0.2449435336882944,-0.613743193136671,0.23595750262809578,-0.23053451517949852,0.597775087269437,0.7386467809479074,0.4544682058797343,0.491140199226683,0.6047414659563993,0.4054549090350855,-0.28402376078312896,-2.758415345019176,0.5798046802795621,-0.07002441420763428,-1.594340362928888,-0.22131665192567168,0.4662787224100236,1.5768934515603412,-1.6214433146364242,-1.6610085216798502,1.451372435958407,-0.6111630267255264,1.4087383963959734,-1.4961246020313665,-0.5516405574552732,-1.4463077472102221,1.140932056700753,-0.5641595320811915,0.9703330737707294,0.6873233511128289,0.37540355209557175,-0.06885858372352394
s55ZRHrJtnlL,-0.6620341644880894,-1.5322235092124603,0.32600612478985697,0.4669817545602523,0.4805472980007176,1.4525580743866227,0.012697135463792938,1.5593688984620644,0.5887260343781826,0.8857646632839519,-0.7114274551171142,-1.2599783768320552,-1.8018724218700715,0.17777968569774633,-0.735032428269726,1.435077299378931,-0.4753459972185005,-0.3941096395615039,1.4096973973132492,1.824107951994435,-1.9397188966390995,-0.10620698430768542,-1.8354074026049345,-0.6505548563792162,-0.2516679864825204,0.9354254238664957,0.24337867901403556,0.40992921183454706,2.82203427023979,0.026427564753335377,-1.0445473339330327,-1.0191437182631746,-0.7503103615312943,-0.03833546668176576,-0.02789525602377885,0.5566875736465736,1.287810363122535,0.3018802560566616,-0.8825832776132336,1.6964219371070015,1.7224841307756222,-0.2674304061074167,0.4553654109174453,0.3318832948653468,-1.0050265805919396,-0.7752612760810116,-0.4470866454746889,0.10764720809768234,-0.42957090288128086,0.06636220620645453,-0.2425599522079458,0.0891272245349683,-0.5217363418132057,-1.0805186058047545,-0.8699808732548199,-0.9292721539347077,0.9762109640678903,-0.5128611503493922,0.8878142361111148,-0.5776384534176535,-0.4978890295618806,2.5181958875570887,0.40429715667478594,0.24263390504230858,0.727164937893771,0.34676107331268385,-0.3421206830210023,-0.08058404751508932,-0.3255458382245921,0.1861730664737701,0.042411216212671424,0.01715808531457337,0.45413112078907286,0.28107356492197444,0.6649537484011995,0.872456000624618,0.346707263899489,0.9462212139374205,-0.4424313035519312,-1.3182575626524686,-0.019989948189558963,0.5529672650268854,0.11942054031522842,0.353653088824832,0.21100029387029823,-0.4119047558418175,-0.16685889555928002,0.5388304797492031,0.2944076393227433,-0.29510749333968483
sId1cQF5F22m,0.0930090163363151,0.052760743184063964,-0.3758856054255424,-0.5094963632070423,-2.0145433679299227,2.4139020566545004,-0.16497263201322582,-1.631766122188921,-0.8720873696426733,-0.024132271997396502,0.17151767082572095,-0.5071734746946903,0.09379942298523479,-0.9723545925139838,-1.05382456095923,-0.6601500316145067,2.339138444724922,0.4649661691762093,0.3410175834473369,0.31848083550580414,0.5925339410324354,1.0550259493341114,-0.4375742032661138,-0.24203141633171443,0.9567824768357126,-0.6915837667467529,0.4655487842359277,-0.7829345411850896,-0.4850453780159723,0.182186216674309,-0.10143322681870028,0.33882620975984284,0.33984636680472996,-0.12776404942825517,-1.466430450297837,-0.6626415923940961,0.326713887029764,-0.5270109882635018,0.25428983598927435,0.4652290749507321,-0.6312849674571535,0.8918748289845947,0.22883627519752522,0.12320840835834834,-2.031453147064331,-0.7077996401241049,-0.5637148590175454,0.6394630937976445,0.1109242124488961,-0.033645000142829916,-0.38075738631272593,0.093936941452366,0.6055986675796007,-1.2618037523346035,-0.12386767696883146,-1.765489877350841,-0.16213574751832938,0.6330264628166042,0.48322347891503376,0.3553655132736175,0.89614718877656,0.4980853687657025,2.6626123658770124,-0.03134856289995277,-0.88318288301146,0.24040283431331855,-0.6031020536185107,-0.7703949912435675,0.14173105177419018,0.3652303070535141,-0.9207456775548258,-0.1232830691329718,1.8105167530500328,0.03532435630972798,-0.07162837313615328,-1.3231256963099818,-0.8129135529053615,-1.2902609225429655,0.07346438001019112,0.23168172591190658,-0.8603008839235625,-0.3209855793297661,-0.37768893433485556,0.2928126321370889,0.2789450126001625,0.027577433868948995,0.038795665605391674,-0.4085154040691036,1.8204148318403357,0.10840810149840097
T4CaImRntWnB,-0.48811426945880276,-0.005760656272631788,-0.4661387844979238,-0.18856990887098277,-0.6271732816168429,0.42053002581629023,0.5763013913832101,-0.6216648463492519,0.3640957232654474,1.0404628390263029,-0.8369378627535797,-4.682478017245742,-0.06457246496912196,1.3549947862593226,0.27654502087040844,-0.08141320281121338,1.5987760387503638,-0.19318210639576358,-2.374419618292194,-0.318649104342919,-0.27898770406734985,-0.7838449011370191,-0.20315735140061278,0.7887291549524204,-2.7466666476062156,-0.7435243743641294,0.5534211193120747,0.4476297516984974,0.08323397737074789,1.2059732689132452,-0.27912501853575433,0.09282185108280859,0.35033546729523873,-0.49300460385134887,-0.7202755599754829,0.7147988732609476,0.2403879834394728,0.5960565477688834,0.3546793542356959,0.9875628409068777,-0.12038507644507711,0.7316834791238888,0.16830435629551768,-0.3601312690749731,0.06080485351828467,0.2810203020379563,0.6146934314954996,0.20941571019940788,0.15138852066954292,-0.5533675158005525,0.706846515280748,-0.37962001704899534,0.17017618744688306,0.7126270118932949,-0.0422797194904253,0.237108017614225,2.740604610541066,-0.6139906308912855,-0.6863925378243673,1.5594236805648523,0.9186912925650471,0.5457842949579513,-0.4129928012912364,0.35217424248119383,1.0405495229881054,0.05343720822630248,0.20828272324802932,1.0387788452793514,-1.4336355681715558,-0.18157227944176177,-1.197704282006537,0.07713404656886981,0.456613350279524,0.5583870490706722,-1.2024212212990701,0.2537913170217223,0.7925211218570857,0.4414366901511537,0.1407975359958602,0.31033054390255643,0.24368426419471298,0.4116696448141265,0.8577451902594766,-0.5597189685518746,0.35048146260463475,0.06834969427487539,0.20888385304702217,-1.0789222958951459,-0.7840805302214056,0.08560628857497275
a5JFxSZjVg5i,-0.0015537083999653102,0.9656386603590013,-0.27852324788142185,-1.034043617094667,-0.6747889691551757,0.47647632404662293,-0.1187993407340986,0.40645519860013507,0.711425724602756,0.35355189736978593,1.1553942561535784,0.47578907744738036,-0.11241238500178363,1.409011074940009,-0.10710030854317834,-0.578816070851507,-1.3149798521535851,-0.3306437172657833,-3.083556301968125,-0.08450392167141742,-1.3806399465739487,1.251672126601789,1.1014625638690467,-0.12061852771512163,-0.23075184972968038,-1.33713504559542,-1.5755784129824193,-0.5085849550939652,1.6229252071002336,-0.0448039157436905,-1.821985986081494,0.578251341221043,0.26642312255169326,0.34395583899150595,0.5642134280404506,1.8366295207067034,-0.31539230476460883,-1.5744156900858954,2.4068614421208263,0.29708595786976816,-0.6780016499580991,0.3760446834993127,2.0163561068833324,0.6382215791854786,0.42826394652745564,0.2964433524506411,-0.053739981204376744,-0.4052308091221376,-0.9766710010764937,-1.2357141674476797,0.14422915583757942,0.15799150357838512,-0.85387807294653,-0.025753064869008226,0.5793972363534443,1.9269915349320235,0.6770334251215757,0.17975905311963894,1.2682446771988969,0.8849271700894354,-2.695178887493642,0.2024578805609164,-0.1765443983473819,-0.713784398556157,0.07769738479819338,-2.3177745711634663,-0.9181727442137192,-1.386791897506272,-0.013403763975227393,-1.2174150202098322,2.1151323326249463,-0.16739250913312007,-3.5340947932284146,-0.2076951234028755,-0.5936836353331649,-0.10195117541215724,0.5343979783406383,-0.41668633877991323,-0.5573893293625299,0.3530016413117822,-0.7774061636036944,0.6884631355321024,-0.6022644151053721,0.2521678162802333,-5.980082961832577,1.000131267625355,-0.17613033642652576,0.0525088428136659,-0.5263618104486102,0.6225468114784772
VZnIq2hRErI5,-0.3813729675929234,-0.35502398605049484,-0.45226225395750125,-0.9513121266471241,-0.027726409976236478,1.1029293620514515,1.6560285952881126,-0.35329225999150893,0.8508226713834784,1.0020123866102817,-0.10957317686521541,-0.7355313245876874,-0.3668337508229255,-0.8293963835853586,0.45763791487407357,-0.3163347486479856,0.953565349628067,-0.19122700303390902,-0.8020660882985788,1.2273227355247733,0.7820217726945087,-0.07355851409588376,2.4353709925433162,0.5747685377204246,2.4598100605380893,3.5154407016000424,-0.18924033310214486,-0.9791286874219038,-0.34459648184202835,0.7423971613833705,0.6029659901002182,-2.295428493315602,0.30575304633360645,-0.24696170439890164,-0.20722997324846726,-0.09692988520037947,0.33045228793468706,-0.06939614698256562,-0.5605914978595914,-0.1382070996222952,-0.6839688899415824,1.4380943873786312,-2.345867138907692,1.0220667648287556,-0.4199772690333016,0.22608030685100294,1.2085459700758552,0.2776662239667812,0.12501438216959346,-0.38979951642590877,-1.0035289863903516,-0.04263845224517747,2.6447324707817383,0.13635203140587404,0.6502625295651288,-0.1015858988340192,-1.4432421043800363,0.33151516022140315,0.5820531240207678,0.5183806630652159,0.3893183293215804,0.19192343914741594,-0.4279182527878601,-7.128879024104366,-0.03339390844463468,-2.211511071304772,1.0269884834516172,-0.5183593511225795,-0.37240418269425163,-2.563470698279863,0.579194724498828,-0.32597986337079254,-0.4752923192457939,-0.8163125215814206,-0.07713859683276555,-0.24669105451698187,1.6592873538340385,-0.20099325097181817,-0.0836392901276272,-0.8933443960501318,0.5558068721461845,-0.7626190598029313,0.9105042413201699,0.20689418967131812,-0.07320256925818085,-0.3304678804295096,-0.016165586102942518,-0.21291599966213878,-1.1433642854168669,2.0102561444236544
